machine_id,timestamp,temperature,pressure,vibration_level,humidity,power_consumption,failure_status
MACHINE_826,2026-07-08 23:26:38.274970,51.03108219634139,168.10147157166142,2.1788078139749643,85.46059240769213,54.86564173207129,1
MACHINE_1333,2026-07-08 22:48:05.275847,48.47689530236334,179.10449430918842,6.413410863556056,57.01878850023898,51.40719521107497,1
MACHINE_2272,2026-07-08 23:19:58.276715,65.1148648495738,248.37700745337196,2.634185829303748,63.99244092446706,39.85298862402165,1
MACHINE_894,2026-07-08 22:38:11.277581,30.29137390104531,252.1156851578125,3.0289401287457234,45.57885076124637,75.24512031038685,1
MACHINE_2291,2026-07-08 23:46:48.278453,51.96267262233347,212.2260649759741,5.038307678907386,82.66763334007885,14.30689920554003,1
MACHINE_1511,2026-07-08 23:04:40.279324,22.90310245071962,386.6108110203298,1.5633728626191477,57.61338922946578,42.92210263735466,1
MACHINE_1873,2026-07-09 00:34:38.299301,53.757473737072075,318.3651226162416,7.356613247925107,43.440780361034626,58.72757878878379,1
MACHINE_713,2026-07-09 00:15:36.300813,57.49654336890806,247.8544551687333,4.181030292551702,74.87714041672999,37.803152500139966,1
MACHINE_2177,2026-07-08 23:58:39.301758,40.23230413393765,338.19778154055706,6.67599368788064,70.84794626056981,43.80957220363065,1
MACHINE_1764,2026-07-08 22:35:37.302650,49.810089374422,150.17136721873084,6.675681894233925,48.1605517506041,56.374975962255576,1
MACHINE_263,2026-07-09 00:07:15.303532,38.88272500856517,366.3631507931843,5.324201292833833,51.347039343128074,41.416140079616966,1
MACHINE_915,2026-07-09 00:20:47.304416,36.91557139349043,253.82837985483468,8.079080771692949,52.790823570566474,19.593698408689974,1
MACHINE_2694,2026-07-08 22:50:11.305289,46.06043539206485,303.13428128646916,1.130847156798738,70.75501556317244,33.489265723296754,1
MACHINE_139,2026-07-09 00:08:24.306156,37.821287091579805,356.7196369921213,3.85024374045058,76.74265729147076,60.35329242072521,1
MACHINE_1204,2026-07-09 00:23:09.307033,29.1347194835393,148.3579870884825,2.569020713375131,67.79159060392848,39.57234872049321,1
MACHINE_2272,2026-07-08 23:36:38.307906,72.74476928163382,226.36201984844763,5.287285812111673,56.48112838283923,43.83639416942235,1
MACHINE_881,2026-07-08 23:07:53.308779,39.39060214818615,439.61567971092904,4.987033475159291,68.28135588344544,84.64454768884264,1
MACHINE_158,2026-07-08 23:17:11.309820,49.7097661456782,230.33080852904527,1.9089018807956555,59.35782031223156,65.5634476961825,1
MACHINE_011,2026-07-08 23:59:20.311197,40.23484381061651,358.42756567119915,5.379808270336747,55.87485127297653,15.83334194915873,1
MACHINE_1061,2026-07-08 23:04:06.312415,40.32435976471939,232.22555963645058,5.061805045443678,51.285536717063295,60.3391883676274,1
MACHINE_900,2026-07-08 23:47:33.319364,49.93940430958877,296.2807030009362,5.902960536254369,42.329488597635354,27.034514786932025,1
MACHINE_1709,2026-07-08 22:34:41.320510,57.44588856142241,408.3587688826578,3.2370542352478773,69.59535009028143,31.535884223456634,1
MACHINE_932,2026-07-08 23:13:34.321550,44.48845129320259,219.8323772878267,8.360330013598418,80.68753668358761,74.38949437345809,1
MACHINE_1183,2026-07-09 00:00:35.322549,44.41173364861439,333.88214288954356,7.32312247636076,65.48911827018136,32.99934946087807,1
MACHINE_1026,2026-07-09 00:30:06.323556,77.80616794193716,261.04331606538557,1.6103289569033155,38.83320539740208,13.906759967742868,1
MACHINE_2707,2026-07-08 22:28:30.325419,77.59817106023237,266.5248489314863,4.615782542797041,73.62000839820482,51.647988242513264,1
MACHINE_2166,2026-07-08 22:50:26.327328,33.542047704763775,221.01031042165204,5.939047495602912,69.06836233500948,63.06257281845494,1
MACHINE_1305,2026-07-09 00:39:49.329407,57.33774866710713,206.27403803197166,2.5607291647172983,38.767031802447974,54.58360775418693,1
MACHINE_2903,2026-07-09 00:15:01.332935,57.61399859585724,309.7558871710447,1.5575045680550021,50.896000193674865,70.82642311776442,1
MACHINE_1661,2026-07-08 23:03:23.334758,33.22896223889799,265.66007458456255,3.981008582357047,67.83301797606774,48.4923502475867,1
MACHINE_270,2026-07-08 23:45:03.336718,63.98709081456028,272.7315980509131,6.9590364378658895,53.61713333414296,53.45483639028881,1
MACHINE_292,2026-07-08 22:06:22.338789,59.409843650703905,171.64114845800896,5.773687610837347,49.6158145256411,59.064543699447235,1
MACHINE_139,2026-07-09 00:33:05.340256,39.02588480315187,377.57779955135817,2.1137636881088824,62.555385061335244,35.696202800744985,1
MACHINE_1428,2026-07-08 22:35:17.341593,44.436274175193404,278.7017207745889,4.798284608331714,54.79241672456169,9.417650434081033,1
MACHINE_2635,2026-07-08 22:16:14.342896,42.251771163875674,238.33858540924672,2.713364333832045,60.36264713300281,35.50631534565119,1
MACHINE_391,2026-07-09 00:22:57.345067,69.37273194259583,287.05688016551767,2.880425096769782,36.37599329110726,78.1478184314849,1
MACHINE_757,2026-07-08 22:00:47.346165,47.437591052767274,444.0986134208491,1.55779493990419,62.89661518028743,40.87226212943371,1
MACHINE_1037,2026-07-09 00:16:49.351999,51.328920001466685,367.3818227526307,6.51631282183331,55.79704288655321,83.31571594086589,1
MACHINE_2390,2026-07-08 23:54:42.354883,51.63123359036414,393.1144892421768,3.979600580785961,54.99641306137063,52.31713193757029,1
MACHINE_2034,2026-07-08 22:03:03.356399,30.687509213756037,306.5641688854157,2.199927450183311,64.994155951333,61.96514103882277,1
MACHINE_180,2026-07-08 22:45:49.357889,37.855873142870465,431.9416334548012,3.0466798840036864,58.22774392362109,79.03575156387826,1
MACHINE_1674,2026-07-08 22:16:50.358957,45.185063099481425,315.63917174950757,2.5291287392331685,59.83927115585772,36.52916318087521,1
MACHINE_998,2026-07-08 23:24:48.359934,32.20385891650944,237.09062691028095,5.18538904728898,56.410515669523505,68.44406224342734,1
MACHINE_980,2026-07-08 22:45:26.360943,52.67565001548972,384.0518676160139,1.8976831416218523,46.259220433102584,11.623168319448839,1
MACHINE_1301,2026-07-08 22:45:45.361900,39.69992122322486,260.24234317318303,7.6374240653168455,66.1977888766065,12.217510801994706,1
MACHINE_2224,2026-07-09 00:01:48.362854,39.254035502328094,360.3422918630844,4.3855301617190285,82.0725209201152,77.19491162855631,1
MACHINE_1679,2026-07-09 00:04:07.367327,63.74863190529351,193.01810870674396,7.011022175916965,77.8291293942777,53.35300540475876,1
MACHINE_354,2026-07-08 23:31:54.370508,42.71362241196009,490.5487163763546,5.838036646338465,46.344968678535174,48.06646287060312,1
MACHINE_1160,2026-07-08 23:54:11.372222,34.82805495186234,370.6768992701526,9.486201551096135,77.55455953880099,79.00741897917794,1
MACHINE_1364,2026-07-09 00:22:22.373237,52.17468565866297,212.50616412303594,6.632435023837928,43.26355761730977,47.308520865173044,1
MACHINE_369,2026-07-08 22:32:18.374137,68.3672834876806,342.33213801127806,7.452610384515436,63.85321822430663,50.3193857983982,1
MACHINE_200,2026-07-08 23:33:59.375014,24.46272024931217,247.67745317947262,4.560317845946799,78.61457452240921,61.90986542896457,1
MACHINE_1818,2026-07-09 00:44:17.375895,66.83154377408425,292.6105217045676,5.821448897951218,82.62601121419068,46.534583855645224,1
MACHINE_202,2026-07-08 22:14:00.376770,44.8733448346818,293.66228761031584,5.342899367936888,81.4375160674052,56.69400669855551,1
MACHINE_633,2026-07-09 00:07:35.377646,65.9739188244968,420.5233847901927,1.7813892495824397,53.856577460085674,51.86431394099573,1
MACHINE_265,2026-07-08 22:21:30.378520,59.21271516760663,262.1943388152374,3.391514719320412,57.69543898475103,22.238546231988117,1
MACHINE_2516,2026-07-08 22:07:01.379397,61.45144122975051,139.7076329060343,3.5321580116902997,69.63090502113121,66.55635807032898,1
MACHINE_1494,2026-07-08 23:26:45.394276,44.99096258728336,315.0073261786519,7.609832901632807,52.47101945577246,88.48619649300136,1
MACHINE_772,2026-07-08 22:36:21.395367,65.77966346753954,403.78774876783217,8.935408267335323,73.59720087196284,50.91797186459067,1
MACHINE_1216,2026-07-08 22:14:20.397197,45.92966873187397,443.9433915903637,6.183405832862459,76.54506437252391,50.77985281044457,1
MACHINE_1231,2026-07-08 23:09:57.402497,39.16785075258695,282.89175247412913,3.086073518344315,55.16804673251807,86.40546071809341,1
MACHINE_2781,2026-07-09 00:28:57.404668,38.65859308965882,291.4848930421025,6.168030807667836,68.22416681820081,53.98980906022097,1
MACHINE_2386,2026-07-08 22:46:39.406305,65.88923511522911,299.07042705478773,7.684637465056821,78.31222028016951,47.874680136808365,1
MACHINE_078,2026-07-08 23:03:08.407461,57.72437495770902,326.6929664635357,7.675221164649885,76.22543481502585,69.73072570704703,1
MACHINE_2184,2026-07-08 23:26:45.408434,40.83026363245793,370.2737626715616,3.8501136011452015,76.70061539590162,50.990847134295166,1
MACHINE_401,2026-07-08 22:10:21.409384,36.520976045255665,342.1527957933863,9.296421036969765,68.04698564589418,61.629433903203264,1
MACHINE_2249,2026-07-08 23:26:37.410296,41.38397027873582,377.55915164486413,5.662387736377266,56.588779944454075,76.05399263723353,1
MACHINE_1040,2026-07-08 22:56:40.411191,46.134896536918326,295.41334479500654,2.5041036259112546,47.510274781450796,19.294356289521076,1
MACHINE_407,2026-07-08 22:56:27.412108,47.40157825900393,333.66442061968036,4.34260137163872,55.22529211939578,61.5612476509381,1
MACHINE_1257,2026-07-09 00:25:51.412998,71.31203635676933,274.2300004767855,6.64682465060504,56.430355864300296,29.789842603995638,1
MACHINE_061,2026-07-08 23:11:36.426502,32.05028898495468,294.99637179442095,3.953756488479355,40.72740659303122,59.71190391661631,1
MACHINE_2441,2026-07-09 00:26:21.427512,65.50581512809784,269.24472450035734,1.7255279270989778,62.4104033028009,65.74203567823665,1
MACHINE_2777,2026-07-08 23:06:26.428469,22.078640757198187,290.37447420837793,5.9238571373203,55.78667921313683,9.549942989637142,1
MACHINE_500,2026-07-08 23:38:51.429421,21.899046103028702,408.2802539941256,4.826673274354694,47.46984101717145,47.43543304896564,1
MACHINE_2294,2026-07-08 23:35:27.434953,62.510516855801725,409.4038216012889,4.37015565351326,35.32433378142883,56.63931577057445,1
MACHINE_2681,2026-07-08 23:15:40.438663,58.09654083891862,431.7460659330223,2.1559572013856116,62.070825289644006,77.1075692592468,1
MACHINE_626,2026-07-09 00:26:52.440094,55.74161418056674,278.4767713433622,7.238374132922354,61.055382133358805,78.74061887135562,1
MACHINE_1123,2026-07-08 23:13:27.441750,39.60248823559667,238.0737546616783,5.801949008736337,72.36181130931276,48.932066523723485,1
MACHINE_1635,2026-07-08 23:26:00.443121,42.43288141612707,280.3447882942459,1.1617278406500464,59.53659638870966,46.391430649068106,1
MACHINE_1890,2026-07-08 23:14:48.444131,49.52702890029496,244.20339053502596,3.1774133235087403,55.21871858928739,48.41269528265275,1
MACHINE_1999,2026-07-09 00:10:43.445087,36.87080215940038,476.35323667445357,5.783055680074948,70.58661383847598,46.954285911680195,1
MACHINE_2632,2026-07-08 23:48:06.446035,51.13004516234865,320.87631488652033,4.4229633122460035,80.50638767862057,45.50489439973863,1
MACHINE_1324,2026-07-08 23:54:43.460345,74.13650187904564,400.4357206766124,7.449241235096338,76.97964298569147,42.8878940639869,1
MACHINE_771,2026-07-09 00:43:20.461488,38.76664406672855,159.09267652089392,7.377338231457244,62.08638875423121,78.41880031763448,1
MACHINE_1955,2026-07-08 23:44:01.462466,26.59598210057218,236.67622550522913,7.339929781543704,53.317640341130996,15.201842276661804,1
MACHINE_1281,2026-07-08 22:06:01.465794,60.7938769966393,321.01308989382295,4.436564165351204,48.435952650505094,28.552201452554918,1
MACHINE_2218,2026-07-09 00:39:47.468670,59.93616735017221,234.0578619302915,4.536189734005173,62.410532308494275,27.554743334202136,1
MACHINE_1541,2026-07-08 23:30:12.471383,62.05727576498327,245.60798078400842,4.600512241383937,84.13972401844094,63.73532940000865,1
MACHINE_2881,2026-07-09 00:44:59.472448,31.50719615786101,469.7931964013155,8.845966982787338,40.84783745372229,55.97347910049966,1
MACHINE_2018,2026-07-09 00:07:08.473356,59.73417358124236,399.13136053856124,2.560995403415479,64.91819190848372,56.19998179095207,1
MACHINE_2493,2026-07-08 23:44:59.474240,53.04390513952957,329.45594512809237,7.11054628472695,73.07629280015902,65.26347649715976,1
MACHINE_1290,2026-07-08 22:32:09.475118,71.98432041258985,171.31107903554826,4.709336902962991,66.19295960843937,52.04839366665394,1
MACHINE_2427,2026-07-08 23:05:57.475989,28.78153595916283,337.46893970731935,6.380757823872197,72.26012448288319,28.90098342335395,1
MACHINE_2934,2026-07-08 23:01:33.476865,38.22015227444599,388.7107746634079,5.746086048196371,61.44601481872425,68.24919333170126,1
MACHINE_344,2026-07-08 21:58:50.477741,61.63039024166768,402.9176839768476,4.640895184839069,44.02074246804076,39.402900963548056,1
MACHINE_855,2026-07-08 23:39:32.478613,22.290189665991576,218.12734876100149,4.023070573486164,50.58886767454512,50.727110586763565,1
MACHINE_887,2026-07-08 23:49:09.479484,65.88532643285686,310.59673595921913,7.8820056738756605,63.695307437712934,40.60824969164159,1
MACHINE_346,2026-07-08 21:58:51.485144,48.623438970081004,422.95761797995254,5.698166526157872,40.1050260115062,70.80168923110074,1
MACHINE_729,2026-07-08 22:49:26.488171,59.68850734333779,282.4541345276081,1.4784496891259988,69.86698675854015,33.78345194084152,1
MACHINE_2175,2026-07-09 00:22:12.489714,75.91308271385448,289.8201700219309,6.896423100013408,60.07232074750241,61.824587373373376,1
MACHINE_2003,2026-07-08 22:15:30.490662,62.22181083505378,308.70364833568703,4.181025203144658,45.62029946404443,49.11664856552993,1
MACHINE_867,2026-07-09 00:38:39.491896,45.06018851664271,455.3823707744411,6.044332252776263,74.82644455347528,53.764920080709935,1
MACHINE_2385,2026-07-08 23:44:34.492884,50.645749610209506,313.49406361621016,4.926037446202908,51.821029882995724,84.49593271654479,1
MACHINE_218,2026-07-08 23:38:11.493830,30.62419020316105,355.5435438117587,5.0950673830079865,82.57741248213915,62.41494107118086,1
MACHINE_1810,2026-07-08 23:42:25.494775,56.56057929083306,291.32846959102517,0.8563962748160732,55.124645846177714,86.64237406017511,1
MACHINE_339,2026-07-08 23:10:25.495719,37.728201311698385,199.06347717286084,4.401265149128525,48.737343220962416,62.585598434153695,1
MACHINE_499,2026-07-08 23:03:42.497853,42.18699040002443,218.6710124206852,8.157478259816394,61.800745083996574,62.03280549244814,1
MACHINE_1445,2026-07-09 00:40:27.501322,47.03353221887633,295.1679018312932,4.6894786079842845,58.45129993408888,46.242018687723586,1
MACHINE_1200,2026-07-08 23:17:14.504206,53.811966607495165,171.3757650585233,3.1007551425143225,47.57305858149638,15.818454795168265,1
MACHINE_1701,2026-07-09 00:44:09.505621,60.29771810653314,206.58329500812488,1.0761086715488797,41.46747457519571,70.22804419086633,1
MACHINE_2627,2026-07-08 22:28:43.506548,37.02042545998425,198.2213042912392,4.6255082924640565,83.16483921058065,54.91331740596985,1
MACHINE_1091,2026-07-09 00:16:41.507434,28.358195996691936,227.9471457168044,3.517259571674989,62.853667051007776,68.95298194392652,1
MACHINE_614,2026-07-08 22:01:30.508312,51.64009475961369,437.04536770191095,3.4991857654087637,67.17686955379097,25.911667759420563,1
MACHINE_2825,2026-07-08 23:10:28.509187,68.21020562443078,333.2359581018794,8.972908754765424,52.29650745820385,83.58556794622794,1
MACHINE_1180,2026-07-09 00:14:31.510067,61.239568147454975,320.6649438629537,7.845395189201094,49.180949196485756,61.89935359161893,1
MACHINE_942,2026-07-08 23:58:34.510985,60.516808951361476,432.30636157248193,1.7836404257890364,64.05123914702313,41.577806698736154,1
MACHINE_1562,2026-07-08 22:25:26.511893,61.33632662308405,299.4074765001784,8.06628319956049,81.71758914816247,49.25515509417161,1
MACHINE_2231,2026-07-08 23:14:31.512784,49.24672943189354,217.0177651978862,6.241104818406233,59.15196851698252,55.46441099491182,1
MACHINE_1251,2026-07-09 00:13:06.527712,76.57152169914413,215.27023540324237,4.854962761793637,42.734686928589596,16.59665685669028,1
MACHINE_2108,2026-07-08 23:33:51.528666,60.75030455735747,296.3676565028771,5.254784995647475,51.88110795582314,30.262631987840077,1
MACHINE_1406,2026-07-08 22:11:41.529554,68.49428911663668,219.60898114847345,3.828807175971425,74.38354788890494,27.647232400407084,1
MACHINE_1553,2026-07-08 22:37:32.534281,64.58523366164886,185.54452398075824,3.6552847987606656,51.72472730026409,30.419872677110043,1
MACHINE_1527,2026-07-08 22:33:42.537577,51.24064172484398,300.7785346811641,3.0527320137246363,56.748152142531026,22.679126323967125,1
MACHINE_641,2026-07-09 00:33:40.539101,66.67729897916158,244.39600904658172,6.9981723468964425,42.05714285013423,63.268311185491285,1
MACHINE_1925,2026-07-08 23:35:53.540220,23.34080796511833,419.86866285269554,4.140672465115811,62.29061661692836,65.84637766021959,1
MACHINE_1736,2026-07-08 22:49:43.541149,45.27536372726861,322.2820800832705,3.0877294372666233,65.113393390944,65.62950374288182,1
MACHINE_1739,2026-07-08 22:34:47.542109,25.821446152554167,400.2518300627999,8.608896525265472,70.815452163081,47.70213054906684,1
MACHINE_2572,2026-07-08 23:26:47.543022,48.170775562099514,289.0440760796219,4.172760378999119,72.58880417142262,65.66950317538087,1
MACHINE_1132,2026-07-08 23:21:33.543899,54.285154555882976,264.58803472849866,5.577288147893809,81.10849009865169,80.94092428721218,1
MACHINE_2817,2026-07-09 00:12:22.544773,47.309721073179794,304.70203814223726,5.38050450432252,55.94608300829552,69.03310079578742,1
MACHINE_1511,2026-07-09 00:22:19.545647,28.706588357407785,368.7036074648752,6.184958365954543,50.595572302878175,88.23419267596697,1
MACHINE_1496,2026-07-08 23:19:27.561128,36.13795817162976,430.39236610183923,5.982313924189294,79.33997842629826,76.25742322586382,1
MACHINE_2007,2026-07-08 23:37:48.568011,53.69773485967003,181.5585027008374,7.729749619066705,49.200093417422266,30.21927550479718,1
MACHINE_234,2026-07-08 22:47:19.571590,29.483481373221355,360.10385020595896,4.390409758121054,49.225154290414395,55.93993537219755,1
MACHINE_1005,2026-07-08 23:00:38.572587,58.141323333202365,324.19115381649056,2.6753289202323653,76.77840690240821,63.320287287804106,1
MACHINE_1809,2026-07-08 22:39:11.573899,56.45230766884487,292.9446322978305,3.9807888149073145,84.50199161651828,72.07647836681939,1
MACHINE_645,2026-07-08 23:46:08.575106,66.48060453739994,302.69324714144307,2.6485179378594714,39.81709255577997,73.54719876841463,1
MACHINE_2049,2026-07-08 23:06:05.576023,55.75994616390538,404.25008916269616,3.9810845032335385,58.22491902687875,79.41766258831794,1
MACHINE_2814,2026-07-08 22:03:32.576914,60.457370978002785,322.2896538964111,6.036028398156112,60.91267663456783,55.52250707363351,1
MACHINE_1112,2026-07-08 22:52:09.577790,68.80573955864419,284.4429964854977,5.542823052344811,45.22414873127988,53.76281001225813,1
MACHINE_2691,2026-07-08 22:33:01.578663,53.28562684805395,428.0194181000509,5.938022063117253,79.28316572094542,59.434178980598325,1
MACHINE_833,2026-07-09 00:10:36.579546,38.5570224237177,216.11470864210122,6.014649880638972,48.941405402316576,77.6471146743127,1
MACHINE_1165,2026-07-09 00:42:06.594079,28.83365410366907,260.4574506070601,3.167008397892558,71.47677301324403,62.023091809319205,1
MACHINE_2258,2026-07-08 23:56:47.595490,61.337973353720656,434.03532444427634,5.115681589059278,53.24149821890897,33.17257071294879,1
MACHINE_2757,2026-07-08 22:08:03.598480,63.628746138055924,184.11413182193562,4.145607237085147,60.268050317286196,82.85419157793537,1
MACHINE_1194,2026-07-09 00:21:54.603602,37.04003649331843,222.50169407399815,2.8395762275338243,68.57679582744035,65.84362804661248,1
MACHINE_2172,2026-07-09 00:17:49.605119,51.86309057118184,496.0895860595981,4.756182287381545,56.50850306276742,38.15985121607297,1
MACHINE_1771,2026-07-08 22:01:55.606153,34.110738348279526,286.0900676077704,2.313561949969656,77.28285957026942,63.30378311734435,1
MACHINE_1874,2026-07-08 22:25:26.607119,38.19594801669568,240.82316712740857,5.824265264105623,57.64067666007783,27.174820249899284,1
MACHINE_2026,2026-07-08 22:01:45.608089,64.85799647170474,321.23695325870017,3.6432863351069265,68.54878891437411,41.1407114850178,1
MACHINE_2601,2026-07-08 23:58:17.609161,38.57811517699199,392.81042881409326,3.175516122630567,54.64124374475296,39.80567987415604,1
MACHINE_2929,2026-07-09 00:10:41.610152,70.34646768073958,237.57995165479366,1.1180244035971616,57.22121693319572,67.3327495561993,1
MACHINE_1079,2026-07-08 22:11:29.611071,37.706305534006646,446.4021726038358,4.730729649108103,47.20796357624777,84.69839365734958,1
MACHINE_2431,2026-07-08 22:42:27.612010,51.22345439100828,355.59620140613475,3.440439809352588,62.03529781510823,62.04051144352685,1
MACHINE_1676,2026-07-08 22:38:03.612932,64.54353187493247,349.7960097702455,8.48406433228591,48.57969607510005,67.34910725174478,1
MACHINE_1254,2026-07-08 23:39:28.618040,32.33437313827986,263.09756716394196,1.4290628462552297,43.540557712662476,62.02042376175168,1
MACHINE_635,2026-07-08 23:51:00.621312,70.00701639196315,389.63232676477116,6.941098881739782,54.4322421454376,56.15454168895073,1
MACHINE_1772,2026-07-08 22:07:35.622716,64.5158932510137,181.1260426631912,6.017922923412321,44.58255096679779,56.540632453581004,1
MACHINE_2450,2026-07-08 22:58:08.623711,53.19734585379901,360.3768167849015,7.304387425570454,74.38693893779826,48.723591385218576,1
MACHINE_2344,2026-07-08 23:42:51.624911,65.7776287193799,493.6572298073935,5.933741010309277,42.284139922295736,67.97860745903216,1
MACHINE_1608,2026-07-08 23:11:21.625847,60.04751044810339,454.2350743506062,7.24307655567109,76.82198718766637,71.77817001138065,1
MACHINE_357,2026-07-09 00:29:51.626732,57.60979498391808,308.3411787817935,2.2724751011209636,76.47025317554478,43.18838098714953,1
MACHINE_1002,2026-07-08 23:16:14.627601,45.5643075593279,223.84472105581108,4.636833831734565,81.57863818877293,27.974566423005168,1
MACHINE_1146,2026-07-09 00:05:31.628475,30.18452727210579,199.05484148473175,6.426936904056491,77.52524665489211,77.38589786842914,1
MACHINE_1118,2026-07-08 22:16:50.629345,52.26302989322765,342.2468170441681,5.730424198102141,59.205619889820454,24.711701480217926,1
MACHINE_1500,2026-07-08 23:10:25.631292,58.994912388818335,311.1655577512395,6.127303563906643,59.711709021890954,65.34493861957674,1
MACHINE_2275,2026-07-08 23:36:55.632279,34.996777965106304,138.38045707633594,6.212127805474779,75.67111048534179,13.666774838271039,1
MACHINE_1111,2026-07-08 22:22:29.633174,39.586947563458544,214.6373062079477,6.206833850900686,66.59559987287003,35.56754478338009,1
MACHINE_301,2026-07-09 00:17:52.634061,52.354433367125004,399.2984238508995,3.4311593720538536,54.71747272970983,31.645050135488283,1
MACHINE_666,2026-07-08 23:14:44.634940,49.217146723888774,384.8750036224174,3.182021070578779,34.42405480899973,83.40350038508134,1
MACHINE_004,2026-07-08 23:44:42.635810,22.262913688667968,417.3578251872205,5.656363619279953,48.617537420140216,47.161331157646934,1
MACHINE_2759,2026-07-08 23:29:50.636681,37.80770311981697,329.0982153499618,4.198912006279214,54.863591295089506,47.12437912159186,1
MACHINE_649,2026-07-08 22:41:54.637556,45.06089627739415,216.92666547098344,1.9966586369047772,75.52204889598129,81.52490203268871,1
MACHINE_2485,2026-07-08 22:36:42.638432,53.46340586003049,230.78157722487106,3.0825513774621403,52.7862925005889,73.54307455152144,1
MACHINE_2357,2026-07-08 22:30:41.639295,66.01966321282849,398.16490690896046,5.999013633889134,58.66062626643435,60.286229500990046,1
MACHINE_1541,2026-07-08 22:03:11.640382,61.434238880936974,233.4611574026266,2.8112563489655313,66.67576509590945,60.223465723220265,1
MACHINE_1958,2026-07-08 23:47:26.641393,64.3908102648929,442.47306716208436,2.7172798385095738,62.03319675303797,42.96627411548334,1
MACHINE_1508,2026-07-09 00:09:23.642308,25.932226069984136,215.18168379049285,3.1216078284826154,50.75838301332975,72.05563685158944,1
MACHINE_1451,2026-07-08 23:43:32.643184,46.67254664661664,323.4537094072863,6.581318321072116,84.72717716158778,73.02502113294702,1
MACHINE_360,2026-07-08 23:37:52.644059,42.494258852564656,219.72178059855224,4.956491545047531,63.89931122947272,91.14057694387714,1
MACHINE_1936,2026-07-08 22:25:58.644931,44.40147268924634,218.87539438069837,5.4306657357675645,48.015268664144784,56.75183053874654,1
MACHINE_2691,2026-07-08 22:37:50.645810,37.68643388321655,343.78002736069624,6.794743274099888,60.01634439088855,37.56495360408199,1
MACHINE_1191,2026-07-08 22:45:41.654559,53.88743415471177,229.95379284421188,6.708524047231666,75.38502922357694,73.19277882253203,1
MACHINE_2057,2026-07-09 00:27:52.655897,49.588555364631034,269.1481002395301,4.787974325310856,51.902345724404924,62.633514520674126,1
MACHINE_1142,2026-07-08 23:11:48.657060,71.30213088224097,149.53384359924877,1.7218570009765313,61.25087563545533,41.1866449140157,1
MACHINE_197,2026-07-08 22:21:23.658169,44.463740125961486,425.4123248759314,2.6227766580234695,62.68683373843005,24.520528921842576,1
MACHINE_149,2026-07-09 00:42:31.659248,42.99255531672101,316.2170206682689,7.103084969797109,45.657835822173865,47.973533876038104,1
MACHINE_1438,2026-07-08 22:33:22.660333,44.69540237975792,356.96529289382886,2.655330869904935,35.304589142925316,72.3124481878146,1
MACHINE_1427,2026-07-08 23:34:41.661389,32.35667102300454,266.0577675141694,5.26689151543225,72.94141259883223,44.543149826897945,1
MACHINE_1523,2026-07-09 00:33:55.662514,47.87354051884296,336.1747982948225,4.960640785306406,49.98240370587499,38.7793885701052,1
MACHINE_1669,2026-07-08 22:36:49.664028,24.949708281987363,326.6018928321169,6.796127637237718,62.52903622350915,48.39721028739632,1
MACHINE_1920,2026-07-09 00:19:06.665230,64.04152621606144,448.1382217273001,8.039308861512222,50.15485926176456,39.8116586460816,1
MACHINE_2641,2026-07-08 23:31:17.666327,52.38420990064127,276.3207609543693,4.719414113031403,53.76552989304534,65.19659077779782,1
MACHINE_422,2026-07-08 22:11:50.667413,65.62635501754497,193.9451084956453,2.2621427988533402,78.09568039128459,36.74851330825455,1
MACHINE_021,2026-07-08 22:36:29.668895,43.184370212929196,211.93828857869846,4.306369638168728,72.57005535681841,38.65716484608507,1
MACHINE_1875,2026-07-08 23:56:27.671386,75.2201793929981,360.6604756743943,4.612435628382406,59.168608594324084,36.08275067606971,1
MACHINE_029,2026-07-08 23:56:22.674467,44.254818753506655,339.8936302809592,8.637522391606598,47.4323030331105,69.3636282992268,1
MACHINE_699,2026-07-08 23:07:11.675530,48.17650366617252,158.2310382618747,4.833826088068655,75.22261744708936,49.838871885032304,1
MACHINE_2084,2026-07-08 23:57:35.676535,47.49942624862741,322.7994462596032,3.5782810429102656,56.477929378161306,95.06113634874325,1
MACHINE_1561,2026-07-09 00:43:41.677528,30.383525525716607,335.0782698346651,8.294295552315052,70.61747038936376,70.93066214677603,1
MACHINE_2157,2026-07-09 00:31:55.678518,55.93271372590902,156.384626745586,6.715032715101321,72.6470748175064,54.1665119666342,1
MACHINE_2463,2026-07-09 00:04:20.679518,51.11510326190995,200.20837529719944,8.080012261674117,66.45810583532543,45.846935792277264,1
MACHINE_483,2026-07-08 22:31:02.688625,32.406573089482194,326.7890866668887,6.297555388731516,86.59027283951616,51.99532240545863,1
MACHINE_2899,2026-07-08 23:43:37.689786,58.67468739310965,293.96248953788916,6.3186089048320735,65.56982356774202,68.52155533357396,1
MACHINE_1675,2026-07-08 23:52:06.690865,49.51543152311541,353.1616835572327,5.78423678390046,53.22939414813412,57.382235062661394,1
MACHINE_2279,2026-07-08 23:18:14.691916,61.52381796767682,289.8180759817819,5.918762231702921,57.78017512638106,40.30363223222354,1
MACHINE_335,2026-07-09 00:43:02.692908,61.49691355912306,148.04252928915002,7.0466271280898365,44.741556372943144,79.52689456138347,1
MACHINE_288,2026-07-08 23:07:23.693896,36.5874350358107,134.11465300098007,3.749142353036461,62.5062244674464,26.79544659062421,1
